time_ms,frame_time_ms,source_fps,latency_ms,new_frame,video_w,video_h,bitrate_mbps,total_frames,dropped_frames,audio_queue,audio_underruns
55176.077,1.706,58.5,0.000,0,498,1080,0.07,684,0,0,0
55191.871,0.833,58.5,0.000,0,498,1080,0.07,684,0,0,0
55209.177,1.471,58.5,0.000,0,498,1080,0.07,684,0,0,0
55225.536,1.163,58.5,0.000,0,498,1080,0.07,684,0,0,0
55241.795,0.755,58.5,0.000,0,498,1080,0.07,684,0,0,0
55258.781,1.073,58.5,0.000,0,498,1080,0.07,684,0,0,0
55275.827,1.452,58.5,0.000,0,498,1080,0.07,684,0,0,0
55291.968,0.926,58.5,0.000,0,498,1080,0.07,684,0,0,0
55308.808,1.098,58.5,0.000,0,498,1080,0.07,684,0,0,0
55325.906,1.529,58.5,0.000,0,498,1080,0.07,684,0,0,0
55342.003,0.958,58.5,0.000,0,498,1080,0.07,684,0,0,0
55358.495,0.784,58.5,0.000,0,498,1080,0.07,684,0,0,0
55375.641,1.263,58.5,0.000,0,498,1080,0.07,684,0,0,0
55392.886,1.840,58.5,0.000,0,498,1080,0.07,684,0,0,0
55408.720,1.007,58.5,0.000,0,498,1080,0.07,684,0,0,0
55425.955,1.575,58.5,0.000,0,498,1080,0.07,684,0,0,0
55442.041,0.994,58.5,0.000,0,498,1080,0.07,684,0,0,0
55458.634,0.920,58.5,0.000,0,498,1080,0.07,684,0,0,0
55475.459,1.077,58.5,0.000,0,498,1080,0.07,684,0,0,0
55493.232,2.183,58.5,0.000,0,498,1080,0.07,684,0,0,0
55509.575,1.858,58.5,0.000,0,498,1080,0.07,684,0,0,0
55525.373,0.989,58.5,0.000,0,498,1080,0.07,684,0,0,0
55541.902,0.838,58.5,0.000,0,498,1080,0.07,684,0,0,0
55559.530,1.799,58.5,0.000,0,498,1080,0.07,684,0,0,0
55576.867,2.468,58.5,0.000,0,498,1080,0.07,684,0,0,0
55592.171,1.103,58.5,0.000,0,498,1080,0.07,684,0,0,0
55608.600,0.865,58.5,0.000,0,498,1080,0.07,684,0,0,0
55626.231,1.828,58.5,0.000,0,498,1080,0.07,684,0,0,0
55642.347,1.277,58.5,0.000,0,498,1080,0.07,684,0,0,0
55659.236,1.498,58.5,0.000,0,498,1080,0.07,684,0,0,0
55675.697,1.292,58.5,0.000,0,498,1080,0.07,684,0,0,0
55692.589,1.517,58.5,0.000,0,498,1080,0.07,684,0,0,0
55709.415,1.676,58.5,0.000,0,498,1080,0.07,684,0,0,0
55725.461,1.055,58.5,0.000,0,498,1080,0.07,684,0,0,0
55743.058,1.984,58.5,0.000,0,498,1080,0.07,684,0,0,0
55758.988,1.247,58.5,0.000,0,498,1080,0.07,684,0,0,0
55775.536,1.128,58.5,0.000,0,498,1080,0.07,684,0,0,0
55791.991,0.916,58.5,0.000,0,498,1080,0.07,684,0,0,0
55809.722,1.980,58.5,0.000,0,498,1080,0.07,684,0,0,0
55826.240,1.831,58.5,0.000,0,498,1080,0.07,684,0,0,0
55842.364,1.287,58.5,0.000,0,498,1080,0.07,684,0,0,0
55858.635,0.890,58.5,0.000,0,498,1080,0.07,684,0,0,0
55876.425,2.011,58.5,0.000,0,498,1080,0.07,684,0,0,0
55892.162,1.081,58.5,0.000,0,498,1080,0.07,684,0,0,0
55908.878,1.130,58.5,0.000,0,498,1080,0.07,684,0,0,0
55925.876,1.461,58.5,0.000,0,498,1080,0.07,684,0,0,0
55941.965,0.883,58.5,0.000,0,498,1080,0.07,684,0,0,0
55959.450,1.701,58.5,0.000,0,498,1080,0.07,684,0,0,0
55975.758,1.310,58.5,0.000,0,498,1080,0.07,684,0,0,0
55992.728,1.613,58.5,0.000,0,498,1080,0.07,684,0,0,0
56009.809,2.026,58.5,0.000,0,498,1080,0.07,684,0,0,0
56026.264,1.813,58.5,0.000,0,498,1080,0.07,684,0,0,0
56042.586,1.468,58.5,0.000,0,498,1080,0.07,684,0,0,0
56059.403,1.618,58.5,0.000,0,498,1080,0.07,684,0,0,0
56076.406,1.953,58.5,0.000,0,498,1080,0.07,684,0,0,0
56093.018,1.897,58.5,0.000,0,498,1080,0.07,684,0,0,0
56108.905,1.117,58.5,0.000,0,498,1080,0.07,684,0,0,0
56125.595,1.140,58.5,0.000,0,498,1080,0.07,684,0,0,0
56143.346,2.223,58.5,0.000,0,498,1080,0.07,684,0,0,0
56159.760,1.970,58.5,0.000,0,498,1080,0.07,684,0,0,0
56176.250,1.792,58.5,0.000,0,498,1080,0.07,684,0,0,0
56192.518,1.393,58.5,0.000,0,498,1080,0.07,684,0,0,0
56209.418,1.626,58.5,0.000,0,498,1080,0.07,684,0,0,0
56226.137,1.677,58.5,0.000,0,498,1080,0.07,684,0,0,0
56243.039,1.910,58.5,0.000,0,498,1080,0.07,684,0,0,0
56258.807,1.010,58.5,0.000,0,498,1080,0.07,684,0,0,0
56276.260,1.796,58.5,0.000,0,498,1080,0.07,684,0,0,0
56292.265,1.134,58.5,0.000,0,498,1080,0.07,684,0,0,0
56308.821,1.022,58.5,0.000,0,498,1080,0.07,684,0,0,0
56326.075,1.610,58.5,0.000,0,498,1080,0.07,684,0,0,0
56342.259,1.126,58.5,0.000,0,498,1080,0.07,684,0,0,0
56359.015,1.215,58.5,0.000,0,498,1080,0.07,684,0,0,0
56376.147,1.681,58.5,0.000,0,498,1080,0.07,684,0,0,0
56392.496,1.362,58.5,0.000,0,498,1080,0.07,684,0,0,0
56408.915,1.114,58.5,0.000,0,498,1080,0.07,684,0,0,0
56425.476,1.008,58.5,0.000,0,498,1080,0.07,684,0,0,0
56442.116,0.981,58.5,0.000,0,498,1080,0.07,684,0,0,0
56459.071,1.269,58.5,0.000,0,498,1080,0.07,684,0,0,0
56475.977,1.507,58.5,0.000,0,498,1080,0.07,684,0,0,0
56492.691,1.554,58.5,0.000,0,498,1080,0.07,684,0,0,0
56508.624,0.820,58.5,0.000,0,498,1080,0.07,684,0,0,0
56526.380,1.909,58.5,0.000,0,498,1080,0.07,684,0,0,0
56542.546,1.408,58.5,0.000,0,498,1080,0.07,684,0,0,0
56558.798,0.992,58.5,0.000,0,498,1080,0.07,684,0,0,0
56575.643,1.170,58.5,0.000,0,498,1080,0.07,684,0,0,0
56592.128,0.988,58.5,0.000,0,498,1080,0.07,684,0,0,0
56609.171,1.363,58.5,0.000,0,498,1080,0.07,684,0,0,0
56626.586,2.112,58.5,0.000,0,498,1080,0.07,684,0,0,0
56642.796,1.655,58.5,0.000,0,498,1080,0.07,684,0,0,0
56659.157,1.349,58.5,0.000,0,498,1080,0.07,684,0,0,0
56676.379,1.902,58.5,0.000,0,498,1080,0.07,684,0,0,0
56692.060,0.916,58.5,0.000,0,498,1080,0.07,684,0,0,0
56709.607,1.796,58.5,0.000,0,498,1080,0.07,684,0,0,0
56726.044,1.564,58.5,0.000,0,498,1080,0.07,684,0,0,0
56742.950,1.803,58.5,0.000,0,498,1080,0.07,684,0,0,0
56758.764,0.949,58.5,0.000,0,498,1080,0.07,684,0,0,0
56775.965,1.483,58.5,0.000,0,498,1080,0.07,684,0,0,0
56793.380,2.231,58.5,0.000,0,498,1080,0.07,684,0,0,0
56809.388,1.571,58.5,0.000,0,498,1080,0.07,684,0,0,0
56826.636,2.150,58.5,0.000,0,498,1080,0.07,684,0,0,0
56842.552,1.399,58.5,0.000,0,498,1080,0.07,684,0,0,0
56860.209,2.389,58.5,0.000,0,498,1080,0.07,684,0,0,0
56878.028,3.541,58.5,0.000,0,498,1080,0.07,684,0,0,0
56892.553,1.399,58.5,0.000,0,498,1080,0.07,684,0,0,0
56909.958,2.136,58.5,0.000,0,498,1080,0.07,684,0,0,0
56926.088,1.599,58.5,0.000,0,498,1080,0.07,684,0,0,0
56942.864,1.708,58.5,0.000,0,498,1080,0.07,684,0,0,0
56959.380,1.557,58.5,0.000,0,498,1080,0.07,684,0,0,0
56975.765,1.274,58.5,0.000,0,498,1080,0.07,684,0,0,0
56992.451,1.293,58.5,0.000,0,498,1080,0.07,684,0,0,0
57008.746,0.921,58.5,0.000,0,498,1080,0.07,684,0,0,0
57025.736,1.243,58.5,0.000,0,498,1080,0.07,684,0,0,0
57042.689,1.530,58.5,0.000,0,498,1080,0.07,684,0,0,0
57058.904,1.077,58.5,0.000,0,498,1080,0.07,684,0,0,0
57076.200,1.706,58.5,0.000,0,498,1080,0.07,684,0,0,0
57092.315,1.153,58.5,0.000,0,498,1080,0.07,684,0,0,0
57108.605,0.776,58.5,0.000,0,498,1080,0.07,684,0,0,0
57126.456,1.960,58.5,0.000,0,498,1080,0.07,684,0,0,0
57141.933,0.770,58.5,0.000,0,498,1080,0.07,684,0,0,0
57158.895,1.065,58.5,0.000,0,498,1080,0.07,684,0,0,0
57176.063,1.564,58.5,0.000,0,498,1080,0.07,684,0,0,0
57192.249,1.082,58.5,0.000,0,498,1080,0.07,684,0,0,0
57208.901,1.068,58.5,0.000,0,498,1080,0.07,684,0,0,0
57225.844,1.343,58.5,0.000,0,498,1080,0.07,684,0,0,0
57242.722,1.553,58.5,0.000,0,498,1080,0.07,684,0,0,0
57258.818,0.982,58.5,0.000,0,498,1080,0.07,684,0,0,0
57275.501,0.997,58.5,0.000,0,498,1080,0.07,684,0,0,0
57292.792,1.620,58.5,0.000,0,498,1080,0.07,684,0,0,0
57309.268,1.429,58.5,0.000,0,498,1080,0.07,684,0,0,0
57325.560,1.054,58.5,0.000,0,498,1080,0.07,684,0,0,0
57360.469,13.390,58.5,0.000,0,498,1080,0.07,684,0,0,0
57365.485,1.740,58.5,0.000,0,498,1080,0.07,684,0,0,0
57382.435,2.023,0.1,0.000,0,498,1080,0.05,685,0,0,0
57401.007,3.928,0.1,11.317,1,498,1080,0.05,687,0,0,0
57417.668,3.171,0.1,0.000,0,498,1080,0.05,688,0,0,0
57438.547,4.696,0.1,4.906,1,498,1080,0.05,689,0,0,0
57452.892,2.374,0.1,0.000,0,498,1080,0.05,690,0,0,0
57469.980,2.795,0.1,7.955,1,498,1080,0.05,691,0,0,0
57485.864,2.011,0.1,0.000,0,498,1080,0.05,692,0,0,0
57503.925,3.405,0.1,10.491,1,498,1080,0.05,693,0,0,0
57518.387,1.200,0.1,0.000,0,498,1080,0.05,694,0,0,0
57536.952,3.098,0.1,9.477,1,498,1080,0.05,695,0,0,0
57551.904,1.383,0.1,0.000,0,498,1080,0.05,696,0,0,0
57570.820,3.631,0.1,14.118,1,498,1080,0.05,697,0,0,0
57585.554,1.698,0.1,0.000,0,498,1080,0.05,698,0,0,0
57603.251,2.727,0.1,3.791,1,498,1080,0.05,699,0,0,0
57618.369,1.178,0.1,0.000,0,498,1080,0.05,700,0,0,0
57637.587,3.728,0.1,5.616,1,498,1080,0.05,701,0,0,0
57651.499,0.974,0.1,0.000,0,498,1080,0.05,702,0,0,0
57670.068,2.875,0.1,4.942,1,498,1080,0.05,703,0,0,0
57685.564,1.705,0.1,0.000,0,498,1080,0.05,704,0,0,0
57705.432,4.905,0.1,7.506,1,498,1080,0.05,705,0,0,0
57718.193,0.998,0.1,0.000,0,498,1080,0.05,706,0,0,0
57738.079,4.216,0.1,21.664,1,498,1080,0.05,707,0,0,0
57751.902,1.316,0.1,0.000,0,498,1080,0.05,708,0,0,0
57770.588,3.334,0.1,5.546,1,498,1080,0.05,709,0,0,0
57785.545,1.625,0.1,0.000,0,498,1080,0.05,710,0,0,0
57807.833,7.245,0.1,11.611,1,498,1080,0.05,711,0,0,0
57820.043,2.788,0.1,0.000,0,498,1080,0.05,712,0,0,0
57839.225,4.841,0.1,7.770,1,498,1080,0.05,713,0,0,0
57852.164,1.113,0.1,0.000,0,498,1080,0.05,714,0,0,0
57870.927,3.208,0.1,6.079,1,498,1080,0.05,715,0,0,0
57885.787,1.401,0.1,0.000,0,498,1080,0.05,716,0,0,0
57906.732,5.678,0.1,8.639,1,498,1080,0.05,717,0,0,0
57918.832,1.111,0.1,0.000,0,498,1080,0.05,718,0,0,0
57938.257,3.868,0.1,7.273,1,498,1080,0.05,719,0,0,0
57951.972,0.916,0.1,0.000,0,498,1080,0.05,720,0,0,0
57971.101,3.378,0.1,9.135,1,498,1080,0.05,721,0,0,0
57985.634,1.243,0.1,0.000,0,498,1080,0.05,722,0,0,0
58003.889,2.832,0.1,6.256,1,498,1080,0.05,723,0,0,0
58019.024,1.287,0.1,0.000,0,498,1080,0.05,724,0,0,0
58037.876,3.471,0.1,8.011,1,498,1080,0.05,725,0,0,0
58053.621,2.550,0.1,0.000,0,498,1080,0.05,726,0,0,0
58070.816,3.078,0.1,6.265,1,498,1080,0.05,727,0,0,0
58085.885,1.479,0.1,0.000,0,498,1080,0.05,728,0,0,0
58105.019,3.947,0.1,7.864,1,498,1080,0.05,729,0,0,0
58119.646,1.906,0.1,0.000,0,498,1080,0.05,730,0,0,0
58137.838,3.429,0.1,10.184,1,498,1080,0.05,731,0,0,0
58152.529,1.454,0.1,0.000,0,498,1080,0.05,732,0,0,0
58170.951,3.209,0.1,9.098,1,498,1080,0.05,733,0,0,0
58185.588,1.178,0.1,0.000,0,498,1080,0.05,734,0,0,0
58205.741,4.664,0.1,9.309,1,498,1080,0.05,735,0,0,0
58218.755,1.010,0.1,0.000,0,498,1080,0.05,736,0,0,0
58239.952,5.541,0.1,9.934,1,498,1080,0.05,737,0,0,0
58252.156,1.077,0.1,0.000,0,498,1080,0.05,738,0,0,0
58273.099,5.353,0.1,9.312,1,498,1080,0.05,739,0,0,0
58286.671,2.257,0.1,0.000,0,498,1080,0.05,740,0,0,0
58306.811,5.730,0.1,10.434,1,498,1080,0.05,741,0,0,0
58319.342,1.593,0.1,0.000,0,498,1080,0.05,742,0,0,0
58339.139,4.722,0.1,10.116,1,498,1080,0.05,743,0,0,0
58353.250,2.166,0.1,0.000,0,498,1080,0.05,744,0,0,0
58373.285,5.534,0.1,9.905,1,498,1080,0.05,745,0,0,0
58385.638,1.218,0.1,0.000,0,498,1080,0.05,746,0,0,0
58406.361,5.274,61.2,11.497,1,498,1080,6.62,747,0,0,0
58419.608,1.853,61.2,0.000,0,498,1080,6.62,748,0,0,0
58438.464,4.014,61.2,9.822,1,498,1080,6.62,749,0,0,0
58452.544,1.427,61.2,0.000,0,498,1080,6.62,750,0,0,0
58471.447,3.662,61.2,9.838,1,498,1080,6.62,751,0,0,0
58485.796,1.344,61.2,0.000,0,498,1080,6.62,752,0,0,0
58507.224,5.993,61.2,12.473,1,498,1080,6.62,753,0,0,0
58519.201,1.291,61.2,0.000,0,498,1080,6.62,754,0,0,0
58538.884,4.307,61.2,10.970,1,498,1080,6.62,755,0,0,0
58554.434,3.190,61.2,0.000,0,498,1080,6.62,756,0,0,0
58571.327,3.415,61.2,9.789,1,498,1080,6.62,757,0,0,0
58585.946,1.368,61.2,0.000,0,498,1080,6.62,758,0,0,0
58604.441,3.195,61.2,10.132,1,498,1080,6.62,759,0,0,0
58619.939,2.026,61.2,0.000,0,498,1080,6.62,760,0,0,0
58641.963,7.383,61.2,14.843,1,498,1080,6.62,761,0,0,0
58653.554,2.306,61.2,0.000,0,498,1080,6.62,762,0,0,0
58671.976,4.046,61.2,11.654,1,498,1080,6.62,763,0,0,0
58687.461,2.864,61.2,0.000,0,498,1080,6.62,764,0,0,0
58705.890,4.625,61.2,10.452,1,498,1080,6.62,765,0,0,0
58719.467,1.535,61.2,0.000,0,498,1080,6.62,766,0,0,0
58737.369,2.771,61.2,10.809,1,498,1080,6.62,767,0,0,0
58752.694,1.428,61.2,0.000,0,498,1080,6.62,768,0,0,0
58774.747,6.813,61.2,15.012,1,498,1080,6.62,769,0,0,0
58787.751,3.150,61.2,0.000,0,498,1080,6.62,770,0,0,0
58804.512,3.243,61.2,11.413,1,498,1080,6.62,771,0,0,0
58820.007,2.072,61.2,0.000,0,498,1080,6.62,772,0,0,0
58837.717,3.115,61.2,10.991,1,498,1080,6.62,773,0,0,0
58852.611,1.341,61.2,0.000,0,498,1080,6.62,774,0,0,0
58871.128,3.191,61.2,11.905,1,498,1080,6.62,775,0,0,0
58885.664,1.059,61.2,0.000,0,498,1080,6.62,776,0,0,0
58904.671,3.328,61.2,10.157,1,498,1080,6.62,777,0,0,0
58919.110,1.100,61.2,0.000,0,498,1080,6.62,778,0,0,0
58938.196,3.518,61.2,10.706,1,498,1080,6.62,779,0,0,0
58952.871,1.526,61.2,0.000,0,498,1080,6.62,780,0,0,0
58972.099,4.087,61.2,12.829,1,498,1080,6.62,781,0,0,0
58986.111,1.431,61.2,0.000,0,498,1080,6.62,782,0,0,0
59005.210,3.863,61.2,11.430,1,498,1080,6.62,783,0,0,0
59020.352,2.338,61.2,0.000,0,498,1080,6.62,784,0,0,0
59038.256,3.575,61.2,12.014,1,498,1080,6.62,785,0,0,0
59052.660,1.311,61.2,0.000,0,498,1080,6.62,786,0,0,0
59072.381,4.364,61.2,13.642,1,498,1080,6.62,787,0,0,0
59086.124,1.440,61.2,0.000,0,498,1080,6.62,788,0,0,0
59105.725,4.373,61.2,12.456,1,498,1080,6.62,789,0,0,0
59120.133,2.114,61.2,0.000,0,498,1080,6.62,790,0,0,0
59137.340,2.654,61.2,12.013,1,498,1080,6.62,791,0,0,0
59152.700,1.347,61.2,0.000,0,498,1080,6.62,792,0,0,0
59172.628,4.607,61.2,12.540,1,498,1080,6.62,793,0,0,0
59186.446,1.758,61.2,0.000,0,498,1080,6.62,794,0,0,0
59205.760,4.404,61.2,13.678,1,498,1080,6.62,795,0,0,0
59220.071,2.028,61.2,0.000,0,498,1080,6.62,796,0,0,0
