time_ms,frame_time_ms,source_fps,latency_ms,new_frame,video_w,video_h,bitrate_mbps,total_frames,dropped_frames,audio_queue,audio_underruns
1655.214,2.287,58.4,0.000,0,498,1080,0.65,89,0,0,0
1674.663,5.069,58.4,26.822,1,498,1080,0.65,89,0,0,0
1688.472,2.211,58.4,0.000,0,498,1080,0.65,89,0,0,0
1707.519,4.590,58.4,8.170,1,498,1080,0.65,90,0,0,0
1720.709,1.113,58.4,0.000,0,498,1080,0.65,90,0,0,0
1737.658,1.387,58.4,0.000,0,498,1080,0.65,90,0,0,0
1755.291,2.353,58.4,0.000,0,498,1080,0.65,90,0,0,0
1771.707,2.102,58.4,0.000,0,498,1080,0.65,90,0,0,0
1788.079,1.807,58.4,0.000,0,498,1080,0.65,90,0,0,0
1804.631,1.690,58.4,0.000,0,498,1080,0.65,90,0,0,0
1824.365,4.757,58.4,13.282,1,498,1080,0.65,95,0,0,0
1837.192,0.913,58.4,0.000,0,498,1080,0.65,96,0,0,0
1858.109,5.129,58.4,8.711,1,498,1080,0.65,97,0,0,0
1898.785,18.047,58.4,33.044,1,498,1080,0.65,99,0,0,0
1900.404,1.602,58.4,0.000,0,498,1080,0.65,99,0,0,0
1934.321,18.683,58.4,18.775,1,498,1080,0.65,102,0,0,0
1935.558,1.213,58.4,0.000,0,498,1080,0.65,102,0,0,0
1968.260,11.452,58.4,19.862,1,498,1080,0.65,104,0,0,0
1975.068,1.593,58.4,0.000,0,498,1080,0.65,104,0,0,0
2024.214,31.965,58.4,35.395,1,498,1080,0.65,107,0,0,0
2025.641,1.348,58.4,0.000,0,498,1080,0.65,107,0,0,0
2047.105,6.016,58.4,24.517,1,498,1080,0.65,107,0,0,0
2061.063,3.306,58.4,0.000,0,498,1080,0.65,108,0,0,0
2080.186,4.211,49.8,9.813,1,498,1080,0.07,109,0,0,0
2094.090,1.447,49.8,0.000,0,498,1080,0.07,110,0,0,0
2115.858,6.547,49.8,11.647,1,498,1080,0.07,111,0,0,0
2127.442,1.464,49.8,0.000,0,498,1080,0.07,112,0,0,0
2151.834,5.715,49.8,15.217,1,498,1080,0.07,113,0,0,0
2170.296,3.212,49.8,15.456,1,498,1080,0.07,115,0,0,0
2185.796,2.044,49.8,0.000,0,498,1080,0.07,115,0,0,0
2205.583,5.162,49.8,18.427,1,498,1080,0.07,117,0,0,0
2218.473,1.385,49.8,0.000,0,498,1080,0.07,117,0,0,0
2246.718,9.135,49.8,9.662,1,498,1080,0.07,119,0,0,0
2256.215,1.964,49.8,0.000,0,498,1080,0.07,119,0,0,0
2281.182,2.317,49.8,0.000,0,498,1080,0.07,119,0,0,0
2298.596,2.428,49.8,0.000,0,498,1080,0.07,119,0,0,0
2315.183,2.348,49.8,0.000,0,498,1080,0.07,119,0,0,0
2336.110,6.608,49.8,7.055,1,498,1080,0.07,124,0,0,0
2349.771,3.601,49.8,0.000,0,498,1080,0.07,125,0,0,0
2366.765,3.925,49.8,12.518,1,498,1080,0.07,126,0,0,0
2380.800,1.293,49.8,0.000,0,498,1080,0.07,127,0,0,0
2400.184,4.010,49.8,13.319,1,498,1080,0.07,128,0,0,0
2414.309,1.468,49.8,0.000,0,498,1080,0.07,129,0,0,0
2434.490,4.981,49.8,14.134,1,498,1080,0.07,130,0,0,0
2448.286,2.110,49.8,0.000,0,498,1080,0.07,131,0,0,0
2467.936,5.093,49.8,13.714,1,498,1080,0.07,132,0,0,0
2481.966,2.456,49.8,0.000,0,498,1080,0.07,133,0,0,0
2501.372,5.194,49.8,13.841,1,498,1080,0.07,134,0,0,0
2514.885,2.039,49.8,0.000,0,498,1080,0.07,135,0,0,0
2533.118,3.604,49.8,12.530,1,498,1080,0.07,136,0,0,0
2547.640,1.460,49.8,0.000,0,498,1080,0.07,136,0,0,0
